x p rho u E
9.318637274549097516e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.338677354709418177e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.358717434869738838e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.378757515030059499e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.398797595190380161e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.418837675350700822e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.438877755511021483e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.458917835671342145e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.478957915831662806e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.498997995991983467e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.519038076152304129e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.539078156312624790e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.559118236472945451e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.579158316633266113e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.599198396793586774e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.619238476953907435e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.639278557114228096e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.659318637274548758e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.679358717434869419e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.699398797595190080e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.719438877755510742e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.739478957915831403e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.759519038076150954e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.779559118236471615e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.799599198396792277e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.819639278557112938e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.839679358717433599e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.859719438877754261e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.879759519038074922e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.899799599198395583e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.919839679358716245e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.939879759519036906e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.959919839679357567e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.979959919839678228e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.999999999999998890e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
